,title,addr1,mapx,mapy,firstimage,overview
10,개운사(서울),서울특별시 성북구 개운사길 73,127.0280214,37.58998574,http://tong.visitkorea.or.kr/cms/resource/26/2690626_image2_1.jpg,"안암산 자락에 자리하고 있는 개운사는 그리 크지는 않지만 한국 불교 개혁의 근원지이고, 현재는 김포에 위치하고 있지만 불교 교육의 근본도량인 중앙승가대학이 있던 곳이다. 이 절은 조선 초 태조 5년(1396)에 왕사(王師)인 무학대사가 동대문 밖 5리 정도되는 안암산 기슭, 현재 고려대학교 이공대학 부근에 절을 짓고 영도사(永導寺)라고 하였다는 것이 일반적으로 알려져 있다. 그후 정조 3년(1779) 5월에 정조의 후 궁 원빈(元嬪)홍씨가 세상을 떠나자 영도사 자리에 묘소를 정하고, 명인원(明仁圓)이 세워지자 인파당(人波堂) 축홍(竺洪)스님이 영도사를 동쪽으로 몇 리 떨어진 현재의 자리에 절을 옮겨 지었다고 하였으나 '사기(寺記)'라는 문 헌에는 영조 6년(1730)에 영도사가 이전한 것으로 나타난다. 그러나 영도사가 개운사로 이름을 바꾼 시기는 확실하지 않다.
개운사는 20세기 이후에 한국 교육불사와 불교의 진보적인 운동을 주도해 왔다. 1926년 근대 불교의 대석학이었던 박한영 스님이 머물었고, 이절의 암자인 대원암에 탄허(呑虛)스님이 머물면서 역경(譯經) 사업에종사 하였다. 이 절은 현재 조계종이지만 최근까지 태고종에서 관리하였으므로 1955년에 대처승 주최로 전국포교사대회(全國布敎師大會)를 개최 하기도 하였다. 1981년부터 중앙승가대학이 이곳을 교육도량으로 사용하면서 현대사 속에서의 개운사 전통을 꽃피우는 계기가 마련 되었다.조선말 고종 10년(1873)에 명부전을 세우고 나서 7년 후인 1880년에는 이벽송(李碧松)대사가 대웅전을 중건하고, 그 후 여러 차례의 중수를 거쳐 오늘에 이르고 있다.
(출처: 개운사)"
11,거리공원,서울특별시 구로구 공원로 28,126.8916142,37.49979934,http://tong.visitkorea.or.kr/cms/resource/86/2780786_image2_1.png,"구로구(九老區)는 옛날에 노인 9명이 오래도록 장수하였다는 전설로부터 유래된 지역이다. 서울특별시 구로구 구로동 106-5번지 가마 산길 거리공원오거리에서 구로구 구로동 3-55번지 신도림역에 이르는 보조 간 선급 가로를 거리공원길이라고 하는데, 구로 거리공원을 따라 이어진 길이라는 의미에서 거리공원길이라고 이름 붙였다."
12,거북선나루터,서울 용산구 이촌동 302-183,126.9676539,37.51827077,http://tong.visitkorea.or.kr/cms/resource/84/2791384_image2_1.jpg,"서울 한강공원 이촌지구에 위치한 거북선 나루터는 도하(渡河)체험장 및 수상레포츠 시설로 일반인들과 단체 생활의 팀워크 훈련장으로 이용되는 선착장이다. 거북선나루터는 1990년 10월 1일 국군의 날을 기념하여 180t 급 거북선 실물 크기로 제작된 거북선의 닻을 이곳에 내리고 유람선을 운영, 전시장으로 사용했었던 것에서 붙여진 이름으로 당시 거북선 유람선은 2005년부터 이순신 장군 한산대첩의 전승지인 통영시에서 운행 중이다. 주변을 따라 대나무숲, 갈대, 들꽃이 철 따라 피어나서 시민들의 산책과 운동코스로 자주 이용되고 있으며 매년 10월 열리는 불꽃축제 명당자리로도 유명하다. 4호선 이촌역 3-1번 출구로 나와 이촌한강공원 LG한강자이 아래 있다."
13,건청궁,서울특별시 종로구 사직로 161,126.9779874,37.57741686,http://tong.visitkorea.or.kr/cms/resource/64/1568164_image2_1.jpg,"건청궁은 경복궁 내 가장 깊숙한 곳에 자리한 궁궐로 1,873년(고종 10)에 지어졌다. 이곳은 명성황후가 일본인들에게 무참히 시해된 곳이다. 청일전쟁이 끝난 후 명성황후가 일본 세력을 배척하자 일본공사 미우라가 주동이 되어 고종 32년 (1895) 10월 8일(음력 8월 20일) 일본인들이 경복궁에 침입하여 많은 상궁과 명성황후를 시해하였다. 이 사건을 을미사변이라 한다.

또한 건청궁은 우리나라 최초로 전깃불을 사용하여 어두운 밤을 밝혔던 곳이다. 우리나라 최초의 미국 유학생 유길준이 조선으로 돌아와 고종 임금에게 어두운 밤을 대낮같이 밝게 해주는 전구를 알려주고, 고종은 미국의 에디슨 전기회사에 전기공사를 맡겨 건청궁 앞에 있는 연못(향원지)의 물을 끌어들여 전기를 만드는 발전소를 지었다. 경복궁에 전깃불이 들어온 것은 우리나라에서 전기 사용의 최초이며 일본과 중국보다도 2년 정도 빠른 것으로, 이러한 사실을 알려주기 위해 ‘한국의 전기발상지’ 글로 새긴 돌이 건청궁에 있다.

(출처 : 경복궁관리소 홈페이지 안내글 인용)"
14,경국사(서울),서울특별시 성북구 보국문로 113-10,127.0045812,37.61501575,http://tong.visitkorea.or.kr/cms/resource/88/2550988_image2_1.bmp,삼각산(현 북한산)의 정기를 받아 정릉천이 흘러내리는 맑은 골에 자리잡은 경국사는 고려말에 창건된 고찰이다. 크고작은 전각들이 언덕 곳곳에 들어앉아 더욱 산사의 분위기를 내는 사찰이다.
15,경복궁,서울특별시 종로구 사직로 161,126.976993,37.57882224,http://tong.visitkorea.or.kr/cms/resource/33/2678633_image2_1.jpg,"경복궁은 1395년 태조 이성계에 의해서 새로운 조선왕조의 법궁으로 지어졌다. 경복궁은 동궐(창덕궁)이나 서궐(경희궁)에 비해 위치가 북쪽에 있어 '북궐'이라 불리기도 했다. 경복궁은 5대 궁궐 가운데 으뜸의 규모와 건축미를 자랑한다. 경복궁 근정전에서 즉위식을 가진 왕들을 보면 제2대 정종, 제4대 세종, 제6대 단종, 제7대 세조, 제9대 성종, 제11대 중종, 제13대 명종 등이다. 경복궁은 임진왜란 때 상당수의 건물이 불타 없어진 아픔을 갖고 있으며, 고종 때에 흥선대원군의 주도 아래 7,700여칸에 이르는 건물들을 다시 세웠다. 그러나 또 다시 명성황후 시해사건이 일어나면서 왕조의 몰락과 함께 경복궁도 왕궁으로서의 기능을 상실하고 말았다. 경복궁에는 조선시대의 대표적인 건축물인 경회루와 향원정의 연못이 원형대로 남아 있으며, 근정전의 월대와 조각상들은 당시의 조각미술을 대표한다. 현재 흥례문 밖 서편에는 국립고궁 박물관이 위치하고 있고, 경복궁 내 향원정의 동편에는 국립민속 박물관이 위치하고 있다.<br /><br />* 주요문화재 <br />1) 사적 경복궁<br>2) 국보 경복궁 근정전<br>3) 국보 경복궁 경회루<br>4) 보물 경복궁 자경전<br>5) 보물 경복궁 자경전 십장생 굴뚝<br>6) 보물 경복궁 아미산굴뚝<br>7) 보물 경복궁 근정문 및 행각<br>8) 보물 경복궁 풍기대<br>"
16,경성 부민관 폭탄 의거지,서울특별시 중구 세종대로 125,126.9765267,37.56755965,http://tong.visitkorea.or.kr/cms/resource/16/2373216_image2_1.jpg,"1945년 7월 24일 경성부민관 폭탄의거 경성부민관은 1935년 12월 태평통 1정목 60번지에 세워진 경성부의 부립극장(府立劇場)으로, 오늘날로 하면 시립극장이다. 경성부민관은 지하 1층, 지상 3층에 대강당·중강당·소강당·담화실 등을 갖춘 다목적 회관으로서, 당시로는 드물게 냉난방 시설과 조명·음향시설을 갖추어 각종 극단의 공연은 물론 전시총동원체제하 각종 관변 집회의 장소로 널리 이용되었다. 경성부민관 폭탄의거를 주도한 조문기·유만수·우동학·강윤국 등 당시 20세 안팎의 열혈청년들은 1945년 5월 서울 관수동 13번지 유만수의 집에서 대한애국청년당을 결성하고 항일투쟁의 기회를 엿보았다. 1945년 7월 24일 저녁 경성부민관에서 친일파 거두인 대의당의 박춘금(朴春琴) 일당이 주최하는 아세아민족분격대회가 열린다는 보도가 나오자, 조문기 등은 비밀회합을 갖고 대회장을 폭파할 계획을 세웠다. 이를 위해 유만수가 수색변전소 공사장 발파 인부로 침투해 빼낸 다이너마이트로 사제폭탄 두 개를 만들어 대회 전날 밤 대회장 뒤편 화장실 쪽에 설치하였다. 폭탄은 대회 당일인 7월 24일 밤 9시경 박춘금이 시국강연을 위해 등단하고 얼마 뒤에 터졌고, 그것으로 대회는 중단되고 말았다. 경성부민관 폭탄의거는 해방을 한 달도 채 남겨두지 않은 시기에 꺾일 줄 모르는 민족의 독립의지를 안팎에 떨친 사건이었다.현재는 서울시의회 부지로 폭탄의거지임을 알리는 표지석이 설치되어 있다.<br>"
17,경운동민병옥가옥,서울특별시 종로구 인사동10길 23-9,126.9858035,37.57470898,http://tong.visitkorea.or.kr/cms/resource/59/1568059_image2_1.jpg,"1930년대에 지은 것으로 보이는 개량한옥으로, 일제강점기의 대표적인 건축가 박길용(1898∼1943)이 설계했다고 전한다. 경운동 66-8번지에 있던 정순주 가옥과 같은 평면으로 정순주 가옥은 이 집의 뒷채에 해당한다. 원래 건축주가 두 아들에게 한 채씩 주기 위하여 지은 집이라고 한다. 네모반듯한 집터 동쪽에 대문이 있고, 앞마당으로 들어가면 남향으로 H자형의 건물이 있다. 중심축에 부엌·대청·건넌방·사랑방이 있고, 부엌의 앞쪽으로 안방, 뒤쪽으로 뒷방이 있다. 반칸 너비의 툇마루를 두어 동선을 연결하였다. 사랑방의 앞쪽에는 누마루를, 뒷쪽에는 현관마루를 두었다. 건넌방은 상당히 큰 방으로 꾸며 사랑방 구실을 하고, 현관마루와 연결되는 사랑방은 응접실 용도로 사용하도록 설계한 듯하다. 마당 남쪽 담장 밑에는 작은 화단을 가꾸어 놓았다.현관과 화장실·목욕탕을 내부에 두고 이들을 연결하는 긴 복도를 둔 점과 유리창을 단 점 등은 이 시기 개량한옥의 모습을 잘 보여주며, 주택의 변천을 알 수 있도록 해주는 중요한 자료이다.<br /><br />[출처] 문화재청<br>"
18,경찰혼,서울특별시 영등포구 국회대로 608,126.9006431,37.52634086,http://tong.visitkorea.or.kr/cms/resource/98/2360898_image2_1.jpg,"우리 사회의 안정과 치안을 위해 순국ㆍ순직한 영등포경찰서 출신 경찰들의 숭고한 희생정신을 추모하고 그 분들의 고귀한 업적을 후세에 널리알리기 위하여 건립된 추모비이다.6ㆍ25전쟁 직후 전몰ㆍ순직한 경찰 62위 및 국내에서 발생한 각종 시위 진압과정에서 순직한 경찰 16위 등 총 78위의 경찰들을 기리고 있으며 서울영등포경찰서 내에 위치해 있다.<br /><br />* 규격 - 높이 2m, 부지면적 33㎡<br />* 건립자 - 서울영등포재향경우회(2006.06.23. 건립)<br>"
19,경희궁,서울특별시 종로구 새문안로 45,126.9685079,37.5704425,http://tong.visitkorea.or.kr/cms/resource/31/1568231_image2_1.jpg,"사적인 경희궁은 새문안 대궐 또는 서쪽의 궁궐이라 해서 서궐이라 불리기도 했다. 그 후 왕족의 사저로 쓰이다가 광해군 8년(1616)에 이 새문안 대궐 자리에 왕기(王氣)가 있어 이를 눌러 없애기 위해 별궁을 짓고 경덕궁이라 하였으나 인조반정으로 광해군은 축출되었으며 영조 36년(1760)에는 궁의 이름을 경희궁이라 개칭하였다. 경희궁에는 회상전, 흥정당, 집경당, 숭정전, 흥화문 등의 건축물이 있었으나, 순조 29년(1829)에 화재로 대부분이 소실되어 1831년에 중건하였다. 국권침탈 뒤에 건물은 없어지고 그 터에 경성중학교(지금의 서울고등학교)가 세워졌으며 1987년 서울고교가 강남으로 이전한 뒤 공원으로 가꾸었다. 공원 내에는 서울시립미술관, 산책길 등이 있고 신라호텔로 옮겼던 경희궁의 정문인 흥화문이 다시 제자리에 옮겨졌으며, 정전인 숭정전의 복원작업이 1994년 11월에 완료되었다.<br>"
20,경희궁 숭정전,서울특별시 종로구 새문안로 45,126.9679607,37.57176178,http://tong.visitkorea.or.kr/cms/resource/35/1985535_image2_1.jpg,"숭정전은 원래 경희궁(慶熙宮)의 정전(正殿)이었다. 경희궁은 원래 인조의 아버지인 원종(元宗)의 사저(私邸)가 있던 곳이다. 광해군이 이곳에 왕기(王氣)가 서렸다는 풍수설을 믿고 왕기를 누르기 위해 즉위 9년인 1617년에서 1620년 사이에 궁궐을 건립하여 경덕궁(慶德宮)이라 불렀던 곳이다. 숭정전은 1910년 일제가 경희궁을 철폐하고 일본인 자제들을 위한 학교인 경성중학교(京城中學校)를 설립할 때도 남아 있었다. 그 후 1926년에 필동 남산 기슭, 지금의 동국대학교 자리인 조계사(曹溪寺)의 본전으로 사용되기 위해 이건되었다. 광복 후 그 자리에 동국대학교가 세워지면서 1976년 9월 현재 위치로 옮겨져 학교의 법당인 정각원(正覺院)으로 사용되고 있다. 경희궁지 숭정전 일대는 서울특별시에 의하여 1985년과 1987년 두 차례에 걸쳐 발굴조사 되어 숭정전 월대와 계단을 비롯한 어도(御道)의 적심석(積心石), 그리고 좌우 행각지(行閣址), 숭정문지(崇政門址) 등이 확인되었다. 숭정전 주위에는 행각이 둘러져있었으며, 남쪽에는 숭정문(崇政門), 동남쪽에 건명문(建明門), 동쪽에 여춘문(麗春門), 서쪽에 의추문(宜秋門) 등이 있었다. 뒤로는 자정문(資政門)을 지나 편전(便殿)인 자정전(資政殿)이 자리잡고 있었다. 숭정전은 1980년대 말 경희궁을 복원ㆍ정비하면서 동국대학교에서 원래의 자리로 이건할 것을 검토했었다.<br /><br />그러나 동국대학교의 법당으로 사용되고 있고, 또 부재들이 낡아서 손상될 것을 우려하여 원래의 숭정전은 동국대학교 구내에 그대로 남겨두고, 경희궁지에 새로 숭정전을 복원하였다. 동국대학교에 있는 숭정전은 원래 이중(二重) 월대 위에 세운 정면 5칸, 측면 4칸의 겹처마 팔작지붕 건물이다. 기둥은 내·외진(內外陣)으로 배열되었으며, 내부의 어좌(御座)는 없어졌고, 불단을 설치하였다. 건물의 4면에는 꽃살분합문을 달았고, 그 위에는 교창(交窓)을 내었는데, 어칸에는 4짝, 그 옆 협칸에는 3짝, 그리고 가장 양 끝칸인 툇간에는 2짝문으로 나 있다. 내부 천장은 소란반자이고, 바닥은 난방시설을 하였다. 공포는 외부로는 창방 위에 외2출목의 쇠서와 교두형 첨차를 두어 다포계의 특징을 보이면서 기둥 위에만 짜여 있다. 간포(間包) 대신 화반을 두고, 공포 내부에 출목 없이 양봉형(樑奉形)으로 보아지를 마련하여 보를 받치는 점은 다른 건물에서는 볼 수 없는 특징이다. 내부 천장은 우물반자를 꾸며 화려한 용(龍)무늬 단청을 그렸다. 건물 앞에 놓인 계단 역시 다른 궁(宮)의 정전과 같이 삼도(三道)로 꾸며 중앙에는 봉황 1쌍을 양각하여 장식했다. 팔작지붕의 용마루에는 양성을 했고 양 끝에 취두를, 내림마루 끝에는 용두를, 추녀마루에는 잡상들을 얹어, 이 건물이 이전에 궁궐 건물이었음을 알 수 있다. 1975년 12월 27일부터 1976년 9월 15일까지 해체 복원공사를 하였다. 일본인들이 강제로 철거하여 팔아 넘긴 탓으로 원형이 크게 파손되었고, 교실·체육관 등으로 사용되면서 많이 변형되었다. 현재는 불교 의례를 행하기에 알맞도록 내부가 변경되어 있다.<br>"
21,경희궁 흥화문,서울특별시 종로구 새문안로 55,126.9710494,37.57048143,http://tong.visitkorea.or.kr/cms/resource/99/2526499_image2_1.jpg,"조선 광해군 8년(1616)에 세운 경희궁의 정문으로, 경희궁은 처음에는 경덕궁이라 하였는데 경복궁을 북궐이라하고 창덕궁을 동궐이라 하듯이 이를 서궐이라 하였다. 본래는 인조의 생부 원종의 잠저가 있던 곳으로 광해군이 왕기를 없애기 위하여 건립하였다 한다. 일제 때인 1910년 경희궁을 헐고 경성중학교(서울 중고등학교)를 건립하였다. 이때 이 문은 남아 있다가 1932년 박문사에 이전되어 정문으로 삼았는데 박문사는 안중근 의사의 손에 죽은 이토 히로부미의 사당이었으나 현재 신라 호텔이 이 자리에 들어서게 되어 신라호텔 정문으로 사용되었었다. 1986년 서울시에 의하여 공원으로 개방되었다."
22,경희궁공원,서울특별시 종로구 새문안로 55,126.9691051,37.57075914,http://tong.visitkorea.or.kr/cms/resource/51/1568251_image2_1.jpg,"종로구 신문로에 있으며 흥화문, 숭정전 등 문화재와 시립미술관, 서울 정도 600년 기념관 등이 있어 공원과 더불어 문화공간으로도 활용되고 있다. 경희궁은 원래 조선 시대 광해군 8년(1616)에 '경덕궁'이라는 이름으로 건립되었다가 영조 36년(1760)에 경희궁으로 개명되었다. 처음에는 회상전, 융복전, 집경당, 흥정당, 숭정전, 흥화문, 황학정 등의 건물이 있었으나 융복전과 집경 당은 없어지고 나머지 건물들은 1910년 경성중학교(지금의 서울고등학교)가 설립된 후 여기저기로 옮겨졌다.<br>"
23,"계남공원(유아숲체험장, 우렁바위)",서울특별시 양천구 신정동,126.8474484,37.51279148,http://tong.visitkorea.or.kr/cms/resource/60/2611560_image2_1.bmp,"1971년에 개원한 근린공원으로 다양한 운동시설과 야외무대, 약수터 등이 있다. 특히 무장애 숲길 1,023m를 포함한 둘레길 4km구간이 개통되어 있다.친환경 무장애숲길은 아기자기하게 오르내리며 환상적인 단풍길을 즐길 수 있게 꾸몄고, 야간에도 안전하게 산책할 수 있도록 친환경 발광다이오드 조명등을 곳곳에 설치했다. 신정산 숲속여행은 숲해설가와함께 체험활동 위주의 프로그램으로 자연과 호흡하고 심신을 재충전할 수 있는 좋은 기회가 무료로 주어진다. 신정산 초입에 아이들이 자연을 만끽할 수 있는 유아숲체험장이 있어 생태교육 전문가의 친절한 설명은 숲속 나들이의 즐거움을 더해준다. 숲속도서관,모험놀이공간,감성체험공간,상상놀이공간, 숲체험공간등이 있다. 공원내에 관심을 끄는 바위가 있다 이 우렁바위는 옛날에 울었다는 전설을 간직한 바위로 길마(소등받이)처럼 생겼다 하여 길마바위라부르기도 한다. 십자모양의 4개 바위 틈사이로 바람이 통하며너 공명현상이 일어나 바위에서 소리가 나자 사람들은 그 바위를 예사롭게 보지 않았던듯하다.<br>"
24,고당조만식선생동상,서울특별시 광진구 능동로 216,127.0771625,37.55008015,http://tong.visitkorea.or.kr/cms/resource/36/1984636_image2_1.jpg,"조선의 간디라 불리는 비폭력 무저항주의를 실천한 사상가이자 독립운동가인 조만식 선생의 업적을 기리기 위하여 건립되었으며 어린이대공원 내(동문과 후문 사이 위치)에 있다. 평남 강서 출신으로 오산학교에서 민족교육에 힘쓰다 교장직을 사임하고, 1919년 3.1운동을 주도하다 1년간 옥고를 치루었다.  이후 1920년 조선 물산장려운동회를 조직하여 사회운동을 전개하였으며, 조선 민립대학 설립 운동에 적극 참여하여 인재양성에 힘쓰고, 1932년에는 조선일보사 사장으로 취임하여 언론창달 및 민족계몽에 앞장섰다. 선생은 좌우파가 하나가 되는 신간회가 결성되도록 애썼으며, 광복 후 반탁운동과 민족자주 독립운동의 지도자로서 활동하다가 소련군에 의해 연행된 이후 공개적인 장소에서 선생의 모습을 다시는 볼 수 없게 되었다.<br /><br />* 규격 - 좌대면적 13.32㎡, 좌대높이 3.3m, 동상높이 3m<br />* 건립자 - 고당조만식선생기념사업회(1976.12.07. 건립)<br>"
